ID with leading,cohort,cohort term,Marital Status,Adjusted Gross Income,Parent Adjusted Gross Income,Father's Highest Grade Level,Mother's Highest Grade Level,Housing,2012 Loan,2012 Scholarship,2012 Work/Study,2012 Grant,2013 Loan,2013 Scholarship,2013 Work/Study,2013 Grant,2014 Loan,2014 Scholarship,2014 Work/Study,2014 Grant,2015 Loan,2015 Scholarship,2015 Work/Study,2015 Grant,2016 Loan,2016 Scholarship,2016 Work/Study,2016 Grant,2017 Loan,2017 Scholarship,2017 Work/Study,2017 Grant
0309459,2012-13,1,Single,0,43770,College,College,Off Campus,,,,,5500,,,7052,,,,,,,,,,,,,,,,
0309460,2012-13,1,Single,0,14483,High School,High School,On Campus Housing,,,,,,,,13540,,,,13151,,,,6633,10500,,,5775,,,,6787
0309464,2012-13,1,Single,0,0,High School,High School,On Campus Housing,,,,,9500,,,11040,,,,,,,,,,,,,,,,
0309485,2012-13,1,Single,0,0,High School,College,On Campus Housing,,,,,9500,,,12390,9500,,,12001,10500,,,12716,10000,,,12255,14100,,,9119
0309508,2012-13,1,Single,0,35095,High School,High School,With Parent,,,,,3500,10000,,5500,,6000,,10733,,4890,,12116,,7000,,9059,,,,
0309513,2012-13,1,Single,0,166575,High School,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0309515,2012-13,1,Single,3138,32693,College,College,With Parent,,,,,1750,,,9806.5,,,,,,,,,,,,,,,,
0309524,2012-13,1,Single,0,26298,Middle School,High School,On Campus Housing,,,,,8000,,,11790,,,,,,,,,,,,,,,,
0309525,2012-13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0309530,2012-13,1,Single,0,0,Unknown,Unknown,On Campus Housing,,,,,12000,,,11040,,,,,,,,,,,,,,,,
0309533,2012-13,1,Single,0,17852,High School,High School,With Parent,,,,,1500,,,10390,,,,4811,,,,,,,,,,,,
0309535,2012-13,1,Single,4045,121663,College,College,With Parent,,,,,3500,,,,,,,,,,,,,,,,,,,
0309536,2012-13,1,Single,0,0,High School,High School,On Campus Housing,,,,,9500,,2000,11640,12000,,,11183,13000,,,9634,15000,,,11421,15000,,,8694
0309545,2012-13,1,Single,6460,115549,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0309552,2012-13,1,Single,0,37018,College,College,With Parent,,,,,,,,10090,3500,,,8585,4500,,,10444,,,,,,,,
0309555,2012-13,1,Single,0,16797,High School,Middle School,With Parent,,,,,,,,13540,,,,13151,,,,13266,,,,13171,,,,
0309556,2012-13,1,Single,8622,16919,High School,High School,With Parent,,,,,3500,,,11040,,,,12001,,,,,,,,,,,,
0309568,2012-13,1,Single,0,0,College,Unknown,On Campus Housing,,,,,,,,5520,,,,,,,,,,,,,,,,
0309590,2012-13,1,Single,0,14472,College,High School,With Parent,,,,,,,,13540,,,,13151,,,,13216,,,2800,13355,,,2000,13523
0309646,2012-13,1,Single,8614,0,High School,College,With Parent,,,,,3500,,,11040,,,,,5500,,,5730,2750,,,1444,,,,
0309654,2012-13,1,Single,0,38344,Unknown,College,With Parent,,,,,5500,,,5000,139,,,2598,,,,,,,,,,,,
0309668,2012-13,1,Single,0,123158,College,College,With Parent,,,,,,,,,,5000,,,,5000,,,,5000,,,,,,
0309686,2012-13,1,Single,0,69963,High School,High School,With Parent,,,,,7570,1000,,1200,14900,,,,16576,,,,11500,,,,10700,,,
0309691,2012-13,1,Single,0,98429,Middle School,High School,With Parent,,,,,3500,,,,,,,,,,,,,,,,,,,
0309693,2012-13,1,Single,443,69109,High School,High School,With Parent,,,,,9700,,,,,,,,,,,,,,,,,,,
0309702,2012-13,1,Single,0,30767,High School,Unknown,With Parent,,,,,,,2000,8842,,250,2000,7961,,,3300,7958,,,3000,8039,,,2000,7729
0309720,2012-13,1,Single,0,37440,High School,High School,With Parent,,,,,,,,12240,,,,,,,,,,,,,,,,
0309732,2012-13,1,Single,0,34477,,High School,With Parent,,,,,,,2000,8650,,,,8785,,,,8284,,,,12255,,,,9719
0309736,2012-13,1,Single,0,15334,High School,Middle School,With Parent,,,,,,,,13540,,,,11783,,,,13266,5500,,,2763,7500,,,8813
0309750,2012-13,1,Single,5577,25784,Unknown,Unknown,On Campus Housing,,,,,8000,,,11790,,,,,,,,,,,,,,,,
0309751,2012-13,1,Single,0,49035,High School,College,With Parent,,,,,5500,,,2100,3500,,,,11130,,,2528,7500,,,2425,,,,
0309754,2012-13,1,Single,7509,0,Unknown,Unknown,Off Campus,,,,,4222,,2000,11790,,,,,,,,,,,,,,,,
0309780,2012-13,1,Single,0,37994,Unknown,College,On Campus Housing,,,,,3000,,,8650,3500,,,8685,4500,,,7184,7500,,,6987,,,,
0309787,2012-13,1,Single,0,17574,High School,Unknown,With Parent,,,,,,,,11790,,,,11951,,,,12116,,,,,,,,
0309790,2012-13,1,Single,0,158000,College,College,With Parent,,,,,9500,,,,9500,,,,,,,,,,,,,,,
0309791,2012-13,1,Single,0,150000,High School,College,With Parent,,,,,3500,3000,,,,,,,,,,,,,,,,,,
0309797,2012-13,1,Single,8271,159712,College,High School,With Parent,,,,,2750,,,,5500,,,,1750,,,,,,,,,,,
0309798,2012-13,1,Single,0,24303,College,High School,Off Campus,,,,,,,3000,5550,,,2800,12001,,,3500,12116,,,2600,12855,,,2000,13023
0309799,2012-13,1,Single,0,16920,High School,Unknown,Off Campus,,,,,,,,13540,,,,13151,,,,13866,,,,14005,,,,13323
0309812,2012-13,1,Single,0,11649,College,High School,With Parent,,,,,,,2000,13540,,,,13751,,,3280,13716,5500,,2229,10887,7500,,2000,9630
0309813,2012-13,1,Single,0,138539,High School,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0309814,2012-13,1,Single,0,20273,,High School,With Parent,,,,,3500,,,5550,9500,250,,,8305,,,4808,5500,,,,12500,,,1765
0309823,2012-13,1,Single,0,25809,High School,High School,On Campus Housing,,,,,5500,,,5500,6500,,,5215,2300,,,12716,,,,12255,5007,,,11423
0309846,2012-13,1,Single,0,8883,High School,College,Off Campus,,,,,,,,5550,,,,12001,,,,6330,,,,5775,4374,,,5765
0309854,2012-13,1,Single,0,8568,Middle School,Middle School,With Parent,,,,,,,,10990,3000,,,11951,,,,,,,,,,,,
0309855,2012-13,1,Single,707,30418,High School,College,On Campus Housing,,,,,10000,,,12490,7500,,2000,13058,6500,,3500,7358,6500,,2000,6441,14500,,,1150
0309856,2012-13,1,Single,0,62264,High School,College,With Parent,,,,,11500,,,2516,4500,,,8685,,,,10644,7500,,,3789,3750,,,
0309875,2012-13,1,Single,5376,10346,College,College,With Parent,,,,,1638,,,10150,,,,11183,,,,12066,5500,,,5975,2750,,,5762
0309876,2012-13,1,Single,0,24580,High School,High School,With Parent,,,,,,,,11790,3500,1058.1,,2798,,,,11294,5500,,,5225,5500,2500,,4665
0309878,2012-13,1,Single,0,16767,High School,High School,With Parent,,,,,,,,11263,,,,13751,,,,13866,,,,13355,,,,
0309896,2012-13,1,Single,6143,22542,College,Middle School,With Parent,,,,,,,,12390,,,,11183,,,,10442,2750,,,6513.19,7500,,,6613
0309903,2012-13,1,Single,0,0,College,College,With Parent,,,,,,,,11040,,,,4296.03,,,,,,,,,,,,
0309912,2012-13,1,Single,0,38656,Unknown,Unknown,On Campus Housing,,,,,5500,,,9402,5500,,,5645,6500,,,5730,5500,,,6025,7500,,,4665
0309920,2012-13,1,Single,0,27102,College,,With Parent,,,,,,,,11640,,,,12601,,,,11894,,,,11421,,,1500,8694
0309921,2012-13,1,Single,14791,0,High School,High School,With Parent,,,,,,,2000,11640,,,2600,12601,4162,,2700,11294,,,,12255,,,,6938
0309926,2012-13,1,Single,4133,19755,College,College,With Parent,,,,,,,,11790,,,,10935,,,2000,11042,,,,12205,,,,
0309927,2012-13,1,Single,64000,105000,College,College,With Parent,,,,,,3000,,,,,,,,,,,,,,,,,,
0309934,2012-13,1,Single,0,99823,College,High School,With Parent,,,,,,,,,3500,,,,,,,,5500,,,,3250,,,
0309935,2012-13,1,Single,0,46093,College,High School,With Parent,,,,,,,,9550,,,,11183,,,,5730,,,,5775,,,,
0309944,2012-13,1,Single,14380,0,College,College,Off Campus,,,,,10500,,,3150,10500,,,,,,,,,,,,,,,
0309950,2012-13,1,Single,0,0,High School,Middle School,With Parent,,,,,,,,11790,,,,985.23,,,,,,,,,,,,
0309952,2012-13,1,Single,0,41933,High School,High School,With Parent,,,,,3500,,,9890,2178,,,10133,,,,10244,6500,,,10371,7500,,,5185
0309960,2012-13,1,Single,0,64301,High School,College,With Parent,,,,,3500,,,3816,3500,,,2495,4500,,,,4500,,,,,,,
0309963,2012-13,1,Single,15075,0,High School,High School,With Parent,,,,,7500,,,5716,,,,2971,,,,1020,,,,,,,,
0309970,2012-13,1,Single,0,29874,High School,High School,With Parent,,,,,,,,10090,5500,,,3495,6500,,,3480,12500,,,3625,3500,,,9741
0309981,2012-13,1,Single,19575,24964,High School,High School,Off Campus,,,,,7500,,,,10500,,,,,,,,,,,,,,,
0310005,2012-13,1,Single,7584,40956,High School,College,With Parent,,,,,2000,,,4900,3942,,,1895,4500,,,1680,5500,,,5054,10574,,,
0310017,2012-13,1,Single,0,27830,High School,High School,On Campus Housing,,,,,14500,,,13040,4750,,,5592,,,,,,,,,,,,
0310023,2012-13,1,Single,8873,0,High School,Middle School,Off Campus,,,,,,,,5550,,,,,,,,,,,,,,,,
0310033,2012-13,1,Single,0,36969,High School,Unknown,With Parent,,,,,,,,10590,3500,,,11851,,,,11044,5500,,,10971,,,,
0310071,2012-13,1,Single,22230,0,High School,High School,Off Campus,,,,,6424,,,2775,,,,,,,,,,,,,,,,
0310079,2012-13,1,Single,4055,8008,High School,High School,On Campus Housing,,,,,8000,,2000,13790,9500,,2000,13401,13000,,2000,10934,8762,,2000,13955,6000,,,10691
0310084,2012-13,1,Single,0,15993,High School,High School,On Campus Housing,,,,,,3000,,10650,,8200,,5645,4500,5648,,5280,5500,11178.6,,,3750,,,
0310086,2012-13,1,Single,10825,57983,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0310088,2012-13,1,Single,6554,0,College,High School,Off Campus,,,,,,,,5895,,,,,,,,,,,,,,,,
0310093,2012-13,1,Divorced,46900,0,High School,High School,Off Campus,,,,,3750,,,,,,,,,,,,,,,,,,,
0310097,2012-13,1,Single,0,0,High School,High School,On Campus Housing,,,,,9500,,,11040,9500,,1000,11183,12000,,2000,11894,15000,,1957,11421,15000,,2000,9294
0310102,2012-13,1,Single,18363,0,High School,High School,Off Campus,,,,,7500,,,1688,10500,,,1722,5251,,,345,5500,,,2329,3250,,,
0310124,2012-13,1,Married,65000,0,High School,High School,Off Campus,,,,,12500,1000,,,,,,,,,,,,,,,,,,
0310126,2012-13,1,Single,778,144441,College,College,Off Campus,,,,,,10421.8,,,,10653.3,,,,10853,,,,11178.6,,,,,,
0310133,2012-13,1,Single,3977,49034,College,High School,On Campus Housing,,,,,14500,,,5592,10500,,,5645,,,,,,,,,,,,
0310136,2012-13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0310144,2012-13,1,Single,0,35000,High School,High School,On Campus Housing,,,,,1750,,,7228.56,,,,,,,,,,,,,,,,
0310145,2012-13,1,Married,113808,0,High School,High School,Off Campus,,,,,7500,,,,,,,,,,,,,,,,,,,
0310165,2012-13,1,Single,14661,12374,Middle School,High School,Off Campus,,,,,,,,1942.95,,,,,,,,,,,,,,,,
0310167,2012-13,1,Separated,29778,0,High School,College,Off Campus,,,,,10500,,,5550,10500,,,4702,,,,,,,,,,,,
0310177,2012-13,1,Single,0,38301,High School,College,With Parent,,,,,,2000,,6945,,,,,,,,,,,,,,,,
0310192,2012-13,1,Single,0,0,High School,College,Off Campus,,,,,,,2390,11725.75,,,,,,,,,,,,,,,,
0310204,2012-13,1,Single,0,18270,Middle School,Middle School,Off Campus,,,,,3500,,,5550,5500,,,5645,8500,,,5680,10500,,,5775,3000,,,9855
0310227,2012-13,1,Single,0,74834,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0310236,2012-13,1,Single,0,0,High School,High School,On Campus Housing,,,,,,,,13540,3500,,,13876,4500,2000,,14116,5500,,,14255,5500,,2000,14423
0310243,2012-13,1,Single,0,33800,High School,College,Off Campus,,,,,,,,5045,,,,,,,,,,,,,,,,
0310252,2012-13,1,Single,0,28100,High School,High School,On Campus Housing,,,,,,,,12040,4672,,,12108,,,,10042,,,,10057,12500,,,1150
0310263,2012-13,1,Single,0,0,Unknown,High School,With Parent,,,,,3500,1000,,11790,3500,1000,,12601,8500,500,,8923,,1000,,11421,,,,
0310268,2012-13,1,Single,0,55246,High School,College,With Parent,,,,,900,,,3116,,,,895,,,,1980,,,,,,,,
0310269,2012-13,1,Single,0,39942,High School,High School,On Campus Housing,,,,,5500,,2000,8652,,,,,,,,,,,,,,,,
0310270,2012-13,1,Single,0,16344,High School,High School,Off Campus,,,,,,,,12940,,,,13151,,,,13216,,,,,,,,7708
0310272,2012-13,1,Single,0,19500,High School,High School,With Parent,,,,,,1000,,6195,,,,2822,,,,,,,,,,,,
0310283,2012-13,1,Single,0,35020,,High School,With Parent,,,,,5500,,,6950,5500,,,6981,,,,,3250,,,,,,,
0310287,2012-13,1,Single,0,13813,Unknown,High School,On Campus Housing,,,,,,,,12390,,,,392.05,,,,,,,,,,,,
0310288,2012-13,1,Single,0,31460,High School,Middle School,With Parent,,,,,,,,11790,,,,,,,,,,,,,,,,
0310293,2012-13,1,Single,4346,15739,Unknown,Middle School,With Parent,,,,,,,,11790,,,,,,,,12716,,,,6128,,,,
0310305,2012-13,1,Single,0,15618,,High School,Off Campus,,,,,,,,11790,,,,,,,,12716,,,,,,,,
0310307,2012-13,1,Single,39815,0,College,College,Off Campus,,,,,12500,,,,,,,,,,,,,,,,,,,
0310318,2012-13,1,Single,0,53069,Unknown,Unknown,With Parent,,,,,,1500,,4425,,,,,,,,,,,,,,,,
0310321,2012-13,1,Single,0,28000,High School,College,On Campus Housing,,,,,2500,5000,,3100,,5000,,,,5000,,10234,,2000,,10857,,,,12173
0310330,2012-13,1,Single,0,5799,High School,High School,Off Campus,,,,,,,,11784.18,,,,,,,,,,,,,,,,
0310333,2012-13,1,Single,0,0,Unknown,High School,On Campus Housing,,,,,10000,185,,12440,,,,,,,,,,,,,,,,
0310342,2012-13,1,Single,0,102000,High School,College,With Parent,,,,,,10421.8,,,,10653.3,,,,10853,,,,11178.6,,,,,,
0310352,2012-13,1,Single,0,15408,Middle School,High School,Off Campus,,,,,,,,8383.58,,,,,,,,,,,,,,,,
0310358,2012-13,1,Single,0,26180,High School,High School,With Parent,,,,,,,,2775,,,,,,,,,2750,,,,,,,
0310370,2012-13,1,Single,0,28124,High School,College,On Campus Housing,,,,,,,,13540,,,,13751,3800,,,8634,5500,,,11707,2533,,,6787
0310375,2012-13,1,Separated,71242,0,Middle School,Middle School,Off Campus,,,,,7500,,,,8500,,,,10500,,,,10500,,,,,,,
0310388,2012-13,1,Single,0,50463,High School,High School,With Parent,,,,,,7000,,3294,,7000,,4211,,7000,,3708,,3500,,1595,,,,
0310392,2012-13,1,Single,13860,0,Middle School,College,Off Campus,,,,,,,,11640,,,,11783,,,,7368,,,,,,,,
0310394,2012-13,1,Single,0,5183,College,High School,Off Campus,,,,,3500,,,11790,,,2000,10936.97,,,,,,,,,,,,
0310396,2012-13,1,Single,6745,22545,High School,High School,With Parent,,,,,449,,,10200,430,,,12001,,,,11966,5500,,,5775,2750,,,5787
0310397,2012-13,1,Single,17687,87745,Unknown,Unknown,With Parent,3000,,,,12500,,,,5115,,,1548,,,,,,,,,,,,
0310398,2012-13,1,Single,0,39438,High School,College,With Parent,,,,,,1615.9,,10190,3500,,,8185,4500,,,8084,5500,,,9007,7500,,,6703
0310401,2012-13,1,Single,0,17856,High School,High School,Off Campus,,,,,4500,,2000,12390,3179,,,12601,3900,,,12066,2600,,,12255,,,,
0310407,2012-13,1,Single,0,11505,Middle School,Middle School,With Parent,,,,,,,2000,9270,,,723,12601,,,,12116,,,,12205,,,,
0310412,2012-13,1,Single,0,19132,College,College,With Parent,,,,,,,3000,5550,,,400,2823,,,,,,,,,,,,
0310414,2012-13,1,Single,29991,0,High School,High School,Off Campus,,,,,4744,,,5750,10000,,,5295,10500,,,2440,,,,,,,,
0310431,2012-13,1,Single,6455,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0310433,2012-13,1,Single,5964,126561,College,Unknown,With Parent,7500,,,,7500,,,,,,,,,,,,,,,,,,,
0310434,2012-13,1,Separated,27215,0,High School,College,Off Campus,12500,,,,12500,,,,,,,,,,,,,,,,,,,
0310435,2012-13,1,Divorced,45843,0,High School,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0310440,2012-13,1,Married,86435,0,Unknown,Unknown,Off Campus,12500,,,,27500,,,,,,,,,,,,,,,,,,,
0310473,2012-13,1,Single,0,21207,High School,High School,With Parent,,,,,,,,13540,,,,13151,,,,13866,,,,14005,,,,3249
0310474,2012-13,1,Single,3162,12843,High School,Unknown,On Campus Housing,,,,,,,,8670,,,,11183,4500,,,9634,,,,,,,,
0310478,2012-13,1,Single,5306,19822,Unknown,High School,With Parent,,,,,,,,12390,5500,,,5645,6500,,,5730,,,,,6500,,,9163
0310479,2012-13,1,Single,0,16538,Unknown,College,Off Campus,,,,,,,,13540,,,,,,,,,,,,,,,,
0310488,2012-13,1,Single,0,61510,High School,College,With Parent,,,,,9500,,2000,,10500,,,,12500,,,,11428,,,,,,,
0310494,2012-13,1,Single,0,67371,High School,Unknown,With Parent,,,,,16500,,,,,,,,13500,,,,,,,,,,,
0310503,2012-13,1,Married,90000,0,College,High School,Off Campus,,,,,7500,,,2775,8500,,,,10500,,,1425,10500,,,,,,,
0310506,2012-13,1,Single,3969,40721,High School,High School,With Parent,,,,,,,,6752,3500,,,4311,,,,,,,,,,,,
0310518,2012-13,1,Married,27982,0,High School,High School,Off Campus,,,,,7500,,,1126,,,,,,,,,,,,,,,,
0310535,2012-13,1,Single,0,44384,Unknown,College,With Parent,,,,,3500,,,6266,3500,,,9635,,,,9567,,,,10618.3,,,,10791
0310536,2012-13,1,Single,5806,0,College,High School,Off Campus,,,,,,,,7976,,,,,,,,,,,,,,,,
0310541,2012-13,1,Single,7403,18120,College,College,On Campus Housing,,,,,9500,,,5550,12500,,,6579,,,,,,,,,,,,
0310559,2012-13,1,Single,0,59220,Middle School,Middle School,Off Campus,,,,,,,,,,,,,,,,5684,,,,7487,,,,4153
0310575,2012-13,1,Single,3583,28713,College,High School,On Campus Housing,,,,,3500,,,11790,5500,,,12451,13000,,,8792,,,,,,,,
0310606,2012-13,1,Single,0,0,High School,High School,On Campus Housing,,,,,,250,,5550,,,,,,,,,,,,,,,,
0310610,2012-13,1,Single,0,182350,College,College,On Campus Housing,,,,,27962,,,,,,,,,,,,,,,,,,,
0310617,2012-13,1,Single,5296,30404,Middle School,College,Off Campus,,,,,3500,,,11740,5500,,,8885,4500,,,10444,7500,,2500,2611.3,9375,,1485,1933
0310621,2012-13,1,Single,0,12815,Middle School,Middle School,On Campus Housing,,,,,3500,,,11040,,,,,1750,,,5221,3250,,,4170,,,,
0310623,2012-13,1,Single,0,59349,High School,Middle School,With Parent,,,,,5000,,,5292,,,,,,,,,,,,,,,,
0310681,2012-13,1,Single,0,0,Unknown,Unknown,On Campus Housing,,,,,1000,,,11040,9500,,,11183,12000,,,11894,14000,,,11421,12500,,,9294
0310693,2012-13,1,Single,0,37400,College,College,On Campus Housing,,,,,,,2000,7692,,,2000,6311,4500,,,6616,4234,,,1725,,,,
0310695,2012-13,1,Single,0,30722,High School,High School,Off Campus,,,,,,,,1979.06,,,,,,,,,,,,,,,,
0310725,2012-13,1,Single,0,58114,High School,High School,Off Campus,,,,,2750,,,338,,,,,,,,,,,,,,,,
0310730,2012-13,1,Single,7027,55686,College,College,With Parent,,,,,,,,7252,,,,9485,,,,7803.28,,,,,,,,
0310757,2012-13,1,Single,0,60486,Unknown,Unknown,Off Campus,,,,,15500,,,,,,,,10500,,,5730,10500,,,9737,,,,
0310758,2012-13,1,Single,812,0,High School,High School,Off Campus,,,,,,,,9203.15,,,,,,,,,,,,,,,,
0310760,2012-13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0310763,2012-13,1,Single,0,50370,High School,High School,With Parent,,,,,3500,,,3894,5500,,,3811,,,,,,,,,,,,
0310768,2012-13,1,Single,0,75624,High School,High School,With Parent,,,,,5500,500,,1500,3500,1250,,6581,5032,1250,,7227,7500,1250,,5725,7500,,,2965
0310778,2012-13,1,Single,0,0,High School,High School,On Campus Housing,,,,,4500,5000,,11790,9500,1839.01,,11783,10026,3128,2000,11894,11000,1467.03,3000,11421,10500,379.75,,9294
0310779,2012-13,1,Married,98290,0,Unknown,Unknown,Off Campus,,,,,3500,,,,,,,,,,,,,,,,,,,
0310782,2012-13,1,Single,0,17542,College,High School,With Parent,,,,,3500,,,7366,3500,,,8111,6500,,,9892,7500,,,4489,,,,
0310783,2012-13,1,Single,0,7998,High School,High School,With Parent,,,,,,,,12940,,,,13151,6000,,2000,13866,5500,,2000,10809,,,,
0310788,2012-13,1,Single,0,109689,College,High School,With Parent,,,,,,,,,,,,,6500,,,,7500,,,,7500,,,
0310793,2012-13,1,Married,98536,0,Middle School,Middle School,With Parent,,,,,,10421.8,,,,10653.3,,,,,,,,,,,,,,
0310797,2012-13,1,Married,52402,0,Unknown,High School,Off Campus,,,,,3500,10421.8,,,,7592.85,,,,,,,,,,,,,,
0310799,2012-13,1,Single,0,82765,High School,High School,With Parent,,,,,3500,,,,3500,,,,,,,,4500,,,5775,,,,2083
0310808,2012-13,1,Single,0,15690,College,College,With Parent,,,,,,,,11790,,,,,,,,,,,,,,,,
0310812,2012-13,1,Single,14478,101982,College,High School,With Parent,,,,,15396,,,,15000,,,,,,,,,,,,,,,
0310813,2012-13,1,Single,0,61376,College,College,With Parent,,,,,3500,,,8450,15500,,,,10000,,,,,,,,,,,
0310814,2012-13,1,Single,0,25904,High School,High School,On Campus Housing,,,,,12000,,2000,7252,,,,,,,,,,,,,,,,
0310815,2012-13,1,Single,3942,0,College,High School,Off Campus,,,,,,,,5550,,,,2823,,,,3465,,,,7572,,,,12423
0310827,2012-13,1,Single,0,14669,High School,High School,With Parent,,,,,,,,11790,,,,6301,,,,,,,,,,,,
0310836,2012-13,1,Single,2600,125000,College,College,With Parent,,,,,3500,,,,7500,,,,,,,,,,,,,1217.03,,
0310851,2012-13,1,Single,16027,0,College,High School,Off Campus,,,,,7500,,,10200,,,,,,,,,,,,,,,,
0310863,2012-13,1,Single,5689,0,High School,College,Off Campus,,,,693,7500,,,8670,5250,,,2823,,,,,,,,,,,,
0310864,2012-13,1,Single,9630,0,High School,College,With Parent,,,,,,,,10200,,,,,,,,,,,,,,,,
0310877,2012-13,1,,,,,,,,,,,,,,,,,,,,,,2865,,,,,,,,
0310906,2012-13,1,Single,0,22350,High School,College,With Parent,,,,,3500,,,9270,,,,,,,,,,,,,,,,
0310919,2012-13,1,Married,21347,0,High School,High School,Off Campus,12500,,,,12500,,,,,,,,,,,,,,,,,,,
0310927,2012-13,1,Single,0,134031,College,College,With Parent,,,,,3500,,2000,,,,,,,,,,,,,,,,,
0310942,2012-13,1,Married,95383,0,High School,High School,Off Campus,,,,,7500,,,,,,,,,,,,,,,,,,,
0310980,2012-13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0310981,2012-13,1,Single,13260,0,High School,High School,Off Campus,,,,,7500,,,4600,10500,,,,5250,,,,,,,,,,,
0311005,2012-13,1,Single,0,26144,College,High School,With Parent,,,,,,,,13540,2750,,,5008,,,,,,,,,,,,
0311012,2012-13,1,Single,0,121508,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0311023,2012-13,1,Single,0,24648,Unknown,Unknown,With Parent,,,,,2550,,,11790,,,,12001,,,,,,,,,,,,
0311025,2012-13,1,Single,0,21559,High School,College,Off Campus,,,,,,,2000,12940,,,2000,13751,,,2800,10784,,,2000,10209,4000,,2000,9467
0311032,2012-13,1,Single,0,40909,Unknown,College,With Parent,,,,,3500,,,9700,5500,,,3147,,,,,,,,,6500,,,2683
0311056,2012-13,1,Single,0,13099,,,With Parent,,,,,,,,11790,,,,12001,,,,12116,,,,12255,,,,9119
0311064,2012-13,1,Single,0,0,College,High School,Off Campus,,,,,10500,,,,,,,,,,,,,,,,,,,
0311077,2012-13,1,Single,0,77383,High School,High School,On Campus Housing,,,,,9500,,,,9500,,,,10500,,,,11630,,,,,,,
0311079,2012-13,1,Single,0,10940,High School,High School,On Campus Housing,,,,,,,2000,12390,,,,,,,,,,,,,,,,
0311083,2012-13,1,Single,25560,13841,College,High School,Off Campus,,,,,,,,319.5,,,,,,,,,,,,,,,,
0311094,2012-13,1,Single,0,13750,College,High School,On Campus Housing,,,,,8000,,,13190,9500,,2000,13058,,,,,,,,,,,,
0311095,2012-13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0311099,2012-13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0311107,2012-13,1,Single,0,97990,High School,High School,On Campus Housing,,,,,8500,,,,10000,,1000,,4500,,,,10500,,,,7500,,,
0311113,2012-13,1,Single,600,63182,High School,High School,On Campus Housing,,,,,20900,,,,13900,,,,14750,,,,24903,,,1625,,,,
0311114,2012-13,1,Single,0,18796,High School,High School,On Campus Housing,,,,,3500,,,11790,5500,,,12001,,,,,7131,,,6103,12500,,,
0311115,2012-13,1,Single,0,0,College,College,Off Campus,,,,,7500,,,6150,5500,,,11783,,,,10242,7500,,,9957,7500,,,6415
0311123,2012-13,1,Single,0,23886,Unknown,Unknown,With Parent,,,,,,,,12940,,,2000,13751,,,2000,11994,,,,12221,,,3000,13323
0311139,2012-13,1,Single,0,96137,College,High School,With Parent,,,,,9500,,,,,,,,,,,,,,,,,,,
